ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
112	841	0.841	0.1822002	0.0300921	0.08152419	0.2634483	0.1651596	5
113	1279	1.279	0.2140923	0.03461109	0.1125592	0.3227388	0.1616643	0
114	2052	2.052	0.1770819	0.03995468	0.04921564	0.2965677	0.2256283	3
115	1725	1.725	0.2467591	0.03560036	0.134793	0.4200121	0.1442717	0
116	4289	4.289	0.1757861	0.03524553	1.078969e-07	0.2944833	0.2005024	17
117	416	0.416	0.2232239	0.03027977	0.1417411	0.2993469	0.1356475	0
118	204	0.204	0.2054597	0.02881609	0.1167279	0.290546	0.1402518	0
119	1044	1.044	0.1957165	0.05683867	0.05500572	0.368133	0.2904132	20
120	1172	1.172	0.295923	0.05574238	0.1609641	0.4885666	0.1883679	0
121	8621	8.621	0.3286082	0.07606034	0.09171481	0.6071473	0.2314621	0
122	48	0.048	0.2264498	0.03058551	0.149384	0.2939042	0.1350652	0
123	416	0.416	0.2804495	0.04946099	0.1312031	0.4358769	0.1763633	0
124	479	0.479	0.400195	0.08035631	0.2084427	0.553647	0.2007929	0
125	404	0.404	0.2193933	0.04975017	0.05396351	0.3480994	0.2267625	28
126	9	0.009000001	0.2898254	0.03517368	0.2478153	0.3395301	0.1213616	0
127	1704	1.704	0.2602037	0.03670318	0.1571427	0.4471097	0.1410556	0
129	33	0.033	0.2340629	0.04303744	0.139425	0.3018946	0.1838713	0
131	17	0.017	0.3574248	0.06654781	0.2221073	0.4975991	0.1861869	0
132	8	0.008	0.3136918	0.04013146	0.2460782	0.3699858	0.1279327	0
133	1207	1.207	0.2275119	0.04542071	0.04516259	0.3423093	0.199641	0
134	500	0.5	0.2979408	0.0596018	0.06149061	0.458574	0.2000458	0
135	1009	1.009	0.1748248	0.03750469	0.05627954	0.2988837	0.2145273	1
136	424	0.424	0.1457216	0.0345091	0.05396351	0.2672698	0.2368153	9
137	75	0.075	0.2017988	0.0278779	0.1361826	0.2603218	0.138147	0
138	1	0.001	0.2171278	0	0.2171278	0.2171278	0	0
139	15	0.015	0.181515	0.0301216	0.1338666	0.2512892	0.1659455	0
140	764	0.7640001	0.176826	0.05934663	0.04678377	0.3769339	0.3356217	0
141	315	0.315	0.1259454	0.03020919	0.05048941	0.2278974	0.2398594	7
142	108	0.108	0.2704234	0.03165173	0.1611957	0.3317713	0.1170451	0
143	677	0.677	0.2618028	0.06012954	0.1294662	0.5231913	0.229675	0
144	947	0.947	0.2062717	0.04502638	0.07388137	0.3528472	0.2182868	0
145	357	0.357	0.2987325	0.04316048	0.1778711	0.4464149	0.1444787	0
146	306	0.306	0.2045502	0.04588232	0.07168114	0.3816818	0.2243084	0
147	3470	3.47	0.2854699	0.04527219	0.1520474	0.5476254	0.1585883	0
148	3570	3.57	0.2420119	0.07256349	0.05268969	0.5904719	0.2998344	0
149	224	0.224	0.2322157	0.04141506	0.06936511	0.3449727	0.1783474	0
151	352	0.352	0.4455309	0.04624091	0.2610166	0.5433407	0.1037883	0
152	384	0.384	0.2453185	0.04626359	0.1089692	0.3897879	0.1885858	0
