ROI	voxels	volume_mm3	T1_mean	T1_std	T1_min	T1_max	T1_CoV	T1_nulls
1031	299	0.299	0.6069053	0.03911302	0.4878279	0.6927529	0.06444666	0
1032	2226	2.226	0.4901918	0.06574776	1.660236e-06	0.7656939	0.1341266	19
1033	3023	3.023	0.4695358	0.07231721	1.761287e-06	0.7200825	0.1540185	22
1034	1690	1.69	0.5682117	0.0640608	0.2719897	0.7457325	0.1127411	1
1035	362	0.362	0.6024762	0.04324108	0.3395208	0.7385509	0.07177226	0
1036	1217	1.217	0.6106433	0.06601135	0.271057	0.742655	0.1081013	0
1037	2614	2.614	0.5491766	0.0774212	0.1269472	0.720269	0.1409769	9
1038	1495	1.495	0.6161331	0.07156084	0.2793584	0.8594352	0.1161451	0
1039	646	0.646	0.5983692	0.04812177	0.3614404	0.7136465	0.08042153	0
1040	1001	1.001	0.5726963	0.04971638	0.2520289	0.7057182	0.08681107	0
1041	694	0.694	0.3311078	0.03122241	0.2410224	0.4380191	0.09429681	0
1042	2897	2.897	0.3801585	0.07913902	9.635487e-07	0.6092719	0.2081737	40
1043	548	0.548	0.3261641	0.04988992	0.1796475	0.4915589	0.1529596	0
1044	1210	1.21	0.4107378	0.06569189	0.1354352	0.5769987	0.1599363	3
1045	296	0.296	0.3412839	0.04865661	0.2209683	0.4848431	0.1425693	0
1046	542	0.5420001	0.3042227	0.04401888	0.1847776	0.4439887	0.1446929	0
1047	79	0.079	0.3099963	0.0375286	0.1818861	0.3771105	0.1210615	0
1049	928	0.928	0.1961232	0.05525769	1.432158e-07	0.3407333	0.2817498	63
1050	39	0.039	0.3878133	0.03625244	0.2993193	0.4640428	0.09347909	0
1051	13637	13.637	0.5006741	0.1137554	0.1098779	0.8753852	0.2272044	0
1052	206	0.206	0.2761536	0.03666629	0.1503592	0.3645184	0.132775	0
1053	1151	1.151	0.5190815	0.05396437	0.2524952	0.7000279	0.1039613	0
1054	670	0.67	0.4286468	0.04510009	0.2614496	0.5447256	0.105215	0
1055	838	0.8380001	0.4633608	0.08740545	0.07853749	0.6344561	0.1886337	0
1056	51	0.051	0.4758595	0.04545395	0.3760845	0.6162675	0.09551968	0
1057	28383	28.383	0.317058	0.07593584	6.721357e-07	0.5905236	0.2395014	421
1058	102	0.102	0.2600854	0.03973365	0.1443896	0.3662907	0.1527715	3
1059	5248	5.248	0.2657431	0.05469724	5.344351e-07	0.4788735	0.2058275	20
1060	3140	3.14	0.2607324	0.05913108	1.222227e-07	0.4156331	0.2267883	1
1061	242	0.242	0.3742934	0.04599604	0.2547338	0.5254177	0.1228877	0
1062	3685	3.685	0.2804458	0.05595735	0.05092811	0.4868019	0.19953	0
1063	878	0.878	0.3777933	0.03737287	0.234773	0.4990209	0.09892414	0
1064	10410	10.41	0.3783962	0.0601894	0.2111744	0.6333368	0.1590645	0
1065	6319	6.319	0.272395	0.08513409	3.517237e-07	0.5486432	0.3125391	18
1066	1944	1.944	0.278736	0.03326821	0.1693873	0.3809348	0.1193538	0
1067	296	0.296	0.3410043	0.04380443	0.2038057	0.4724375	0.1284571	0
1068	933	0.933	0.3209058	0.03565859	0.2077233	0.4337284	0.1111186	0
1069	3954	3.954	0.4296979	0.0605197	0.1705066	0.6173868	0.1408424	0
1070	326	0.326	0.4639595	0.06074123	0.1466282	0.6098315	0.1309193	0
1071	123	0.123	0.3479201	0.06226339	0.2141593	0.4830709	0.1789589	0
1072	5625	5.625	0.3651564	0.06026358	0.1202314	0.6349224	0.165035	0
1073	951	0.951	0.417179	0.04169039	0.2664865	0.5471507	0.09993406	0
1074	152	0.152	0.4447907	0.03411292	0.3453038	0.5326931	0.07669431	0
